고유값,과정명,훈련과정 ID,회차,훈련기관,총 훈련일수,총 훈련시간,과정시작일,과정종료일,NCS명,NCS코드,훈련비,정원,수강신청 인원,수료인원,수료율,만족도,취업인원 (3개월),취업률 (3개월),취업인원 (6개월),취업률 (6개월),지역,주소,과정페이지 링크,선도기업,파트너기관,매출 최소,실 매출 대비,매출 최대,2021년,2022년,2023년,2024년,2025년,2026년
AIG2024000050118910,[삼성] 청년 SW 아카데미,AIG20240000501189,10,대한상공회의소,215,1600,2025-01-20,2025-12-11,응용SW엔지니어링,20010202," 29,040,000 ",25,23,19,83%,0,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501189&tracseTme=10&trainstCstmrId=500037517077&crseTracseSe=C0061,삼성,멀티캠퍼스,"551,760,000","534,336,000","667,920,000",0,0,0,0,"534,336,000",0
AIG2024000050118914,[삼성] 청년 SW 아카데미,AIG20240000501189,14,대한상공회의소,215,1600,2025-01-20,2025-12-11,응용SW엔지니어링,20010202," 29,040,000 ",27,27,20,74%,0,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501189&tracseTme=14&trainstCstmrId=500037517077&crseTracseSe=C0061,삼성,멀티캠퍼스,"580,800,000","627,264,000","784,080,000",0,0,0,0,"627,264,000",0
AIG2024000050118918,[삼성] 청년 SW 아카데미,AIG20240000501189,18,대한상공회의소,215,1600,2025-01-20,2025-12-11,응용SW엔지니어링,20010202," 29,040,000 ",25,23,21,91%,0,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000501189&tracseTme=18&trainstCstmrId=500037517077&crseTracseSe=C0061,삼성,멀티캠퍼스,"609,840,000","534,336,000","667,920,000",0,0,0,0,"534,336,000",0
AIG2023000045579110,Node.JS 기반 Open API 를 활용한 응용 소프트웨어 개발자 양성 과정,AIG20230000455791,10,라인컴퓨터아트학원,115,920,2025-01-20,2025-07-10,응용SW엔지니어링,20010202," 8,718,840 ",30,0,0,#DIV/0!,0,0,,0,,경기 안산시 단원구,경기도 안산시 단원구 고잔2길 45 (고잔동 코스모프라자),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455791&tracseTme=10&trainstCstmrId=500020047973&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202300004126039,[계룡건설] 빅데이터 기반 Green Tech SW개발자,AIG20230000412603,9,대한상공회의소,113,896,2025-01-21,2025-07-09,응용SW엔지니어링,20010202," 16,262,400 ",28,15,11,73%,87,0,0%,0,0%,서울 중구,서울특별시 중구 세종대로 39,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412603&tracseTme=9&trainstCstmrId=500037517077&crseTracseSe=C0061,계룡건설,미래융합교육원,"178,886,400","195,148,800","243,936,000",0,0,0,0,"195,148,800",0
AIG202400004592925,LG U+ Why Not SW캠프,AIG20240000459292,5,현대경제연구원 인재개발원,130,1040,2025-01-21,2025-08-02,빅데이터플랫폼구축,20010209," 18,876,000 ",30,16,12,75%,79.9,2,17%,4,33%,경기 용인시 기흥구,경기도 용인시 기흥구 마북로240번길 17 (마북동 KB증권연수원),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459292&tracseTme=5&trainstCstmrId=500020058127&crseTracseSe=C0061,LG유플러스,현대경제연구원 인재개발원,"226,512,000","241,612,800","302,016,000",0,0,0,0,"241,612,800",0
AIG202400004980722,스타트업 맞춤형 프로덕트 디자이너 양성 과정,AIG20240000498072,2,넥스트러너스평생교육시설,90,720,2025-01-21,2025-06-05,UI/UX엔지니어링,20010207," 13,068,000 ",60,55,35,64%,73.2,2,6%,0,0%,서울 서초구,서울특별시 서초구 강남대로99길 45,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498072&tracseTme=2&trainstCstmrId=500042311334&crseTracseSe=C0061,,,"457,380,000","574,992,000","718,740,000",0,0,0,0,"574,992,000",0
AIG202300004126635,빅데이터 융합 자바&파이썬 인공지능(AI) 풀스택 개발자 양성과정,AIG20230000412663,5,오라클자바교육학원,122,976,2025-01-21,2025-07-22,응용SW엔지니어링,20010202," 9,249,550 ",25,0,0,#DIV/0!,0,18,,69,,서울 구로구,서울특별시 구로구 디지털로30길 31,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412663&tracseTme=5&trainstCstmrId=500020017030&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG2023000045563515,한화시스템 BEYOND SW 캠프 - “청년들의 미래를 이끄는 프로그램”,AIG20230000455635,15,플레이데이터평생교육원,120,960,2025-01-21,2025-07-18,응용SW엔지니어링,20010202," 17,424,000 ",30,30,28,93%,89.2,4,14%,0,0%,서울 서초구,서울특별시 서초구 효령로 335 (서초동 대호프레조빌),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455635&tracseTme=15&trainstCstmrId=500020011379&crseTracseSe=C0061,한화시스템,플레이데이터평생교육원,"487,872,000","418,176,000","522,720,000",0,0,0,0,"418,176,000",0
AIG202400004594142,무중단 서비스를 위한 클라우드기반 자바풀스택 개발자 과정,AIG20240000459414,2,한국ICT인재개발원,135,1080,2025-01-21,2025-08-06,응용SW엔지니어링,20010202," 11,163,768 ",30,19,14,74%,94.6,0,0%,0,0%,서울 마포구,서울특별시 마포구 백범로 23 (신수동 거구장),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459414&tracseTme=2&trainstCstmrId=500034233571&crseTracseSe=C0061,,,"156,292,752","169,689,274","212,111,592",0,0,0,0,"169,689,274",0
AIG202400004980762,"자율비행 드론 설계 및 제작(솔리드웍스,카티아,3D프린터,제어)",AIG20240000498076,2,글로벌산업기술교육원,125,1000,2025-01-21,2025-07-24,소형무인기비행체개발,15090105," 18,150,000 ",20,6,5,83%,98.8,3,60%,0,0%,서울 금천구,서울특별시 금천구 독산동 시흥대로 422(프레콘빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498076&tracseTme=2&trainstCstmrId=500020021390&crseTracseSe=C0061,,,"90,750,000","87,120,000","108,900,000",0,0,0,0,"87,120,000",0
AIG202300004557487,"타입스크립트로 함께하는 웹 풀 사이클 개발(React, Node.js)",AIG20230000455748,7,(주)그렙,112,875,2025-01-21,2025-07-21,시스템SW엔지니어링,20010208," 15,881,250 ",60,48,40,83%,71,3,8%,7,18%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455748&tracseTme=7&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"635,250,000","609,840,000","762,300,000",0,0,0,0,"609,840,000",0
AIG202400004590513,자바(JAVA)와 사물인터넷(IOT)을 활용한 하이브리드 웹앱 풀스택 과정,AIG20240000459051,3,솔데스크강남학원,130,1040,2025-01-21,2025-08-12,응용SW엔지니어링,20010202," 9,872,720 ",30,15,11,73%,97.9,0,0%,0,0%,서울 강남구,서울특별시 강남구 봉은사로 119 (논현동 성옥빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459051&tracseTme=3&trainstCstmrId=500034091717&crseTracseSe=C0061,,,"108,599,920","118,472,640","148,090,800",0,0,0,0,"118,472,640",0
AIG202400004983951,[삼정] ESG 데이터 활용 풀스택 개발자 과정,AIG20240000498395,1,삼정회계법인,129,1040,2025-01-21,2025-07-31,응용SW엔지니어링,20010202," 18,876,000 ",30,15,12,80%,0,2,17%,4,33%,서울 강남구,서울특별시 강남구 테헤란로 152,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498395&tracseTme=1&trainstCstmrId=500020020547&crseTracseSe=C0061,삼정회계법인,에이아이아카데미,"226,512,000","226,512,000","283,140,000",0,0,0,0,"226,512,000",0
AIG202300004557467,데이터분석 데브코스,AIG20230000455746,7,(주)그렙,74,564,2025-01-21,2025-05-14,빅데이터운영·관리,20010304," 10,236,600 ",60,48,41,85%,80.6,8,20%,13,32%,서울 서초구,서울특별시 서초구 서초동 반포대로 45(명정빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455746&tracseTme=7&trainstCstmrId=500036172479&crseTracseSe=C0061,,,"419,700,600","393,085,440","491,356,800",0,0,0,0,"393,085,440",0
AIG202400004983891,재직자_[아이펠]서비스 개발자를 위한 LLM 역량 강화 과정,AIG20240000498389,1,(주)모두의연구소,60,204,2025-01-21,2025-04-19,인공지능플랫폼구축,20010701," 3,702,600 ",45,43,31,72%,88.2,0,0%,0,0%,서울 강남구,서울특별시 강남구 강남대로 324 (역삼동 역삼디오슈페리움),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498389&tracseTme=1&trainstCstmrId=500037143258&crseTracseSe=C0061,,,"114,780,600","127,369,440","159,211,800",0,0,0,0,"127,369,440",0
AIG202400004983381,이스트소프트 프론티어 iOS 앱 개발자 양성과정,AIG20240000498338,1,(주)이스트소프트,91,728,2025-01-22,2025-06-13,응용SW엔지니어링,20010202," 13,213,200 ",40,16,12,75%,73.8,2,17%,0,0%,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498338&tracseTme=1&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"158,558,400","169,128,960","211,411,200",0,0,0,0,"169,128,960",0
AIG2023000045560211,클라우드기반 AI 대화형 서비스 웹개발자 양성,AIG20230000455602,11,한국ICT인재개발원,132,1056,2025-01-22,2025-08-04,응용SW엔지니어링,20010202," 10,007,710 ",30,28,25,89%,93.5,10,40%,15,60%,서울 마포구,서울특별시 마포구 백범로 23 (신수동 거구장),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455602&tracseTme=11&trainstCstmrId=500034233571&crseTracseSe=C0061,,,"250,192,750","224,172,704","280,215,880",0,0,0,0,"224,172,704",0
AIG202400004983361,융합_IoT 융합 스마트팩토리 실무자 양성,AIG20240000498336,1,대한상공회의소부산인력개발원,128,900,2025-01-22,2025-08-14,스마트설비설계,15110101," 8,587,800 ",25,18,14,78%,0,0,0%,0,0%,부산 남구,부산광역시 남구 신선로 454-20 (용당동 대한상공회의소),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498336&tracseTme=1&trainstCstmrId=500020018517&crseTracseSe=C0061,,,"120,229,200","123,664,320","154,580,400",0,0,0,0,"123,664,320",0
AIG202300004557226,"[실무프로젝트]자바 웹개발자(React, Springboot, intelliJ, AWS)",AIG20230000455722,6,하이미디어아카데미인재개발원,118,940,2025-01-22,2025-07-15,응용SW엔지니어링,20010202," 8,908,380 ",30,0,0,#DIV/0!,0,0,,0,,서울 종로구,서울특별시 종로구 인사동길 12,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455722&tracseTme=6&trainstCstmrId=500020037340&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202400004981071,스마트로봇엔지니어,AIG20240000498107,1,대한상공회의소 경기인력개발원,138,960,2025-01-22,2025-08-28,기계소프트웨어개발,15030102," 17,424,000 ",25,22,15,68%,0,8,53%,0,0%,경기 파주시,경기도 파주시 와석순환로172번길 16 (동패동 경기인력개발원),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498107&tracseTme=1&trainstCstmrId=500020053478&crseTracseSe=C0061,,,"261,360,000","306,662,400","383,328,000",0,0,0,0,"306,662,400",0
AIG202400004981921,AI 활용 VR 게임콘텐츠 창작자 양성과정,AIG20240000498192,1,국제직업전문학교,140,980,2025-01-22,2025-08-26,응용SW엔지니어링,20010202," 9,303,140 ",24,12,9,75%,0,6,67%,0,0%,광주 동구,광주광역시 동구 백서로175번길 8 (서석동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498192&tracseTme=1&trainstCstmrId=500020012577&crseTracseSe=C0061,,,"83,728,260","89,310,144","111,637,680",0,0,0,0,"89,310,144",0
AIG202400004982131,"클라우드환경 자바(JAVA) 풀스택 AI융합 웹개발자(AWS, SpringBoot, React.js)",AIG20240000498213,1,하이미디어컴퓨터학원,133,1064,2025-01-22,2025-08-05,응용SW엔지니어링,20010202," 10,100,550 ",25,8,4,50%,0,4,100%,0,0%,서울 구로구,서울특별시 구로구 구로동 경인로 557,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498213&tracseTme=1&trainstCstmrId=500020014478&crseTracseSe=C0061,,,"40,402,200","64,643,520","80,804,400",0,0,0,0,"64,643,520",0
AIG202300004556097,JAVA 기반 백엔드 개발자 양성,AIG20230000455609,7,(주)신세계아이앤씨,120,960,2025-01-23,2025-07-29,응용SW엔지니어링,20010202," 17,424,000 ",30,14,11,79%,85.6,9,82%,0,0%,서울 중구,"서울특별시 강남구 테헤란로 231(역삼동, 센터필드)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455609&tracseTme=7&trainstCstmrId=500041614685&crseTracseSe=C0061,(주)신세계아이앤씨,(주)신세계아이앤씨,"191,664,000","195,148,800","243,936,000",0,0,0,0,"195,148,800",0
AIG202400004981411,보안 위협 대응을 위한 클라우드 기반 보안 엔지니어 양성 과정,AIG20240000498141,1,(주)케이지에듀원 아이티뱅크노량진학원,120,960,2025-01-23,2025-07-25,IT시스템관리,20010301," 9,113,280 ",24,20,15,75%,0,3,20%,0,0%,서울 동작구,서울특별시 동작구 장승배기로 171 (노량진동 노량진아이비빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498141&tracseTme=1&trainstCstmrId=500020028061&crseTracseSe=C0061,,,"136,699,200","145,812,480","182,265,600",0,0,0,0,"145,812,480",0
AIG202400004981271,자바 풀스택&AI를 활용한 개발자양성 취업과정(APS플랫폼 개발),AIG20240000498127,1,하이미디어IT인재개발학원,120,960,2025-01-23,2025-07-18,응용SW엔지니어링,20010202," 9,113,280 ",20,14,10,71%,78.6,2,20%,0,0%,경기 성남시 중원구,경기도 성남시 중원구 성남대로 1133 (성남동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498127&tracseTme=1&trainstCstmrId=500020013370&crseTracseSe=C0061,,,"91,132,800","102,068,736","127,585,920",0,0,0,0,"102,068,736",0
AIG202400004981041,자바&Springboot 크로스 플렛폼(풀스택) 융합 응용SW개발자 양성과정,AIG20240000498104,1,그린컴퓨터아카데미 부산,119,950,2025-01-24,2025-07-18,응용SW엔지니어링,20010202," 9,018,350 ",30,13,13,100%,100,2,15%,6,46%,부산 부산진구,부산광역시 부산진구 중앙대로 688,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498104&tracseTme=1&trainstCstmrId=500020016714&crseTracseSe=C0061,,,"117,238,550","93,790,840","117,238,550",0,0,0,0,"93,790,840",0
AIG202400004983961,[삼정] ESG 데이터 기반 재무영향 자동화 개발자 과정,AIG20240000498396,1,삼정회계법인,124,1000,2025-01-24,2025-07-29,응용SW엔지니어링,20010202," 18,150,000 ",30,6,6,100%,0,7,117%,0,0%,서울 강남구,서울특별시 강남구 테헤란로 152,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498396&tracseTme=1&trainstCstmrId=500020020547&crseTracseSe=C0061,삼정회계법인,에이아이아카데미,"108,900,000","87,120,000","108,900,000",0,0,0,0,"87,120,000",0
AIG2023000041266210,"[이스트캠프]오르미 백엔드 개발(Java, Spring, JPA)",AIG20230000412662,10,(주)이스트소프트,91,728,2025-01-27,2025-06-17,응용SW엔지니어링,20010202," 13,213,200 ",80,24,19,79%,83.3,3,16%,0,0%,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412662&tracseTme=10&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"251,050,800","253,693,440","317,116,800",0,0,0,0,"253,693,440",0
AIG202300004555936,"[이스트캠프] 와썹 AI 서비스 기획(PM, UI/UX, BM)",AIG20230000455593,6,(주)이스트소프트,91,728,2025-01-27,2025-06-17,인공지능서비스기획,20010702," 13,213,200 ",80,23,15,65%,86.5,5,33%,0,0%,서울 서초구,서울특별시 서초구 반포대로 3,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455593&tracseTme=6&trainstCstmrId=500035988371&crseTracseSe=C0061,이스트소프트,이스트소프트,"198,198,000","243,122,880","303,903,600",0,0,0,0,"243,122,880",0
AIG202400004980791,[정보보안] 취약점분석 등 정보보안 전문가 취업캠프,AIG20240000498079,1,더조은컴퓨터아카데미,133,1058,2025-01-31,2025-08-13,보안엔지니어링,20010206," 10,043,590 ",25,17,15,88%,0,1,7%,0,0%,서울 강남구,서울특별시 강남구 강남대로78길 8 (역삼동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498079&tracseTme=1&trainstCstmrId=500020028586&crseTracseSe=C0061,,,"150,653,850","136,592,824","170,741,030",0,0,0,0,"136,592,824",0
AIG202400004982041,심화_엔드 투 엔드 AI 통합 풀스택 개발 전문가 과정,AIG20240000498204,1,주식회사구름,44,348,2025-01-31,2025-04-03,응용SW엔지니어링,20010202," 5,082,880 ",50,31,23,74%,91.1,6,26%,16,70%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498204&tracseTme=1&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"116,906,240","126,055,424","157,569,280",0,0,0,0,"126,055,424",0
AIG202400004981831,프로젝트 기반의 프론트앤드 개발자 양성(with 생성형 AI),AIG20240000498183,1,대우능력개발원,125,960,2025-01-31,2025-07-31,UI/UX엔지니어링,20010207," 9,113,280 ",20,4,3,75%,0,2,67%,0,0%,서울 중랑구,서울특별시 중랑구 상봉동 망우로 285-1,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498183&tracseTme=1&trainstCstmrId=500020011407&crseTracseSe=C0061,,,"27,339,840","29,162,496","36,453,120",0,0,0,0,"29,162,496",0
AIG202400004981901,"생성형 AI 활용 자바 풀스택개발(ChatGPT, Claude, React, Springboot, AWS) 부트캠프",AIG20240000498190,1,하이미디어컴퓨터학원,120,960,2025-01-31,2025-07-23,응용SW엔지니어링,20010202," 9,113,280 ",30,8,8,100%,0,2,25%,0,0%,경기 구리시,경기도 구리시 건원대로 44 (인창동 태영빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498190&tracseTme=1&trainstCstmrId=500020055126&crseTracseSe=C0061,,,"72,906,240","58,324,992","72,906,240",0,0,0,0,"58,324,992",0
AIG202400004982681,[로켓 부스트캠프] 블록체인 엔지니어 부트캠프,AIG20240000498268,1,주식회사 로켓부스트,140,1120,2025-01-31,2025-08-22,응용SW엔지니어링,20010202," 20,328,000 ",30,8,5,63%,0,4,80%,0,0%,서울 성동구,"서울특별시 성동구 성수일로10길 12(성수동2가, 성수씨에프타워(성수CF-TOWER))",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498268&tracseTme=1&trainstCstmrId=500020018293&crseTracseSe=C0061,,,"101,640,000","130,099,200","162,624,000",0,0,0,0,"130,099,200",0
AIG202400004980971,엘리스 AI 사업개발자 트랙,AIG20240000498097,1,(주)엘리스그룹,80,685,2025-01-31,2025-05-28,정보기술전략,20010101," 12,432,750 ",50,6,1,17%,28.6,0,0%,1,100%,서울 강남구,서울특별시 강남구 선릉로 433,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498097&tracseTme=1&trainstCstmrId=500038398274&crseTracseSe=C0061,,,"12,432,750","59,677,200","74,596,500",0,0,0,0,"59,677,200",0
AIG202400004981191,AI 데이터 분석 풀스택 웹 개발자 양성과정,AIG20240000498119,1,부산대학교산학협력단,125,1000,2025-01-31,2025-08-01,응용SW엔지니어링,20010202," 9,493,000 ",30,12,9,75%,0,2,22%,0,0%,부산 금정구,부산광역시 금정구 부산대학로63번길 2,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498119&tracseTme=1&trainstCstmrId=500034391173&crseTracseSe=C0061,,,"85,437,000","91,132,800","113,916,000",0,0,0,0,"91,132,800",0
AIG202400004982051,심화_다양한 AI워크로드 최적화를 위한 클라우드 엔지니어링 전문가 과정,AIG20240000498205,1,주식회사구름,44,348,2025-01-31,2025-04-03,클라우드인프라스트럭쳐엔지니어링,20010215," 5,082,880 ",50,20,15,75%,85,4,27%,9,60%,경기 성남시 분당구,경기도 성남시 분당구 판교로 242 (삼평동),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498205&tracseTme=1&trainstCstmrId=500039727504&crseTracseSe=C0061,,,"76,243,200","81,326,080","101,657,600",0,0,0,0,"81,326,080",0
AIG202400004983021,[한글과컴퓨터] Hancom AI Academy,AIG20240000498302,1,한국생산성본부,120,960,2025-01-31,2025-07-24,인공지능서비스구현,20010705," 17,424,000 ",25,13,12,92%,0,5,42%,0,0%,서울 종로구,서울특별시 종로구 새문안로5가길 32 (적선동 한국생산성본부),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498302&tracseTme=1&trainstCstmrId=500020024372&crseTracseSe=C0061,한글과컴퓨터,스나이퍼팩토리,"209,088,000","181,209,600","226,512,000",0,0,0,0,"181,209,600",0
AIG202400004983391,충청 지역 산업 프로젝트 기반 스마트 웹/앱 풀스택 개발 전문가 양성 과정,AIG20240000498339,1,유원대학교,120,960,2025-01-31,2025-07-30,응용SW엔지니어링,20010202," 9,113,280 ",24,14,12,86%,0,2,17%,0,0%,충북 영동군,충북 영동군 영동읍 설계리,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498339&tracseTme=1&trainstCstmrId=500020054630&crseTracseSe=C0061,,,"109,359,360","102,068,736","127,585,920",0,0,0,0,"102,068,736",0
AIG202400004983841,데이터 중심 그로스 마케팅 과정,AIG20240000498384,1,주식회사멋쟁이사자처럼,77,608,2025-01-31,2025-05-23,빅데이터분석,20010105," 11,035,200 ",60,57,41,72%,76.3,12,29%,20,49%,서울 종로구,서울특별시 종로구 종로3길 17 (청진동 D타워),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498384&tracseTme=1&trainstCstmrId=500037933544&crseTracseSe=C0061,,,"452,443,200","503,205,120","629,006,400",0,0,0,0,"503,205,120",0
AIG202400004592352,기업 실무프로젝트 기반 자바&프론트엔드 개발자 양성과정,AIG20240000459235,2,더조은컴퓨터아트학원,123,920,2025-01-31,2025-07-31,응용SW엔지니어링,20010202," 8,733,560 ",20,12,9,75%,0,4,44%,11,122%,경기 고양시 일산동구,경기도 고양시 일산동구 중앙로1275번길 38-10,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000459235&tracseTme=2&trainstCstmrId=500020055245&crseTracseSe=C0061,,,"78,602,040","83,842,176","104,802,720",0,0,0,0,"83,842,176",0
AIG202400004980582,[프로젝트] 클라우드(AWS)활용 자바/스프링 개발 부트캠프,AIG20240000498058,2,구디아카데미,130,1040,2025-01-31,2025-08-13,응용SW엔지니어링,20010202," 9,872,720 ",28,13,13,100%,95.2,1,8%,9,69%,서울 금천구,"서울특별시 금천구 가산디지털2로 95(가산동, KM TOWER)",https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498058&tracseTme=2&trainstCstmrId=500020028075&crseTracseSe=C0061,,,"128,345,360","102,676,288","128,345,360",0,0,0,0,"102,676,288",0
AIG202400004980951,"생성형AI 기반 UX UI  디자인& 프론트엔드 개발 과정(ChatGPT, 일러 포토, 피그마, 자바스크립트, 리액트)",AIG20240000498095,1,(주)이젠컴퓨터아카데미안산,127,1014,2025-01-31,2025-08-01,UI/UX엔지니어링,20010207," 9,625,900 ",30,9,8,89%,0,7,88%,0,0%,경기 안산시 상록구,경기도 안산시 상록구 광덕1로 375 (이동 강우프라자),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498095&tracseTme=1&trainstCstmrId=500020026794&crseTracseSe=C0061,,,"77,007,200","69,306,480","86,633,100",0,0,0,0,"69,306,480",0
AIG202400004982941,JAVA 풀스택 개발자(클라우드 네이티브 구축),AIG20240000498294,1,하이미디어컴퓨터학원 동탄점,130,1040,2025-01-31,2025-08-06,응용SW엔지니어링,20010202," 9,872,720 ",30,0,0,#DIV/0!,0,1,,0,,경기 화성시,경기도 화성시 동탄중심상가2길 26-21 (반송동 로드프라자),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20240000498294&tracseTme=1&trainstCstmrId=500039040921&crseTracseSe=C0061,,,0,0,0,0,0,0,0,0,0
AIG202300004128714,AI를 활용한 유니티 기반 실감형콘텐츠(디지털트윈) 개발자 양성과정,AIG20230000412871,4,(주)원주문화방송,126,1008,2025-02-03,2025-08-01,증강현실(AR)콘텐츠제작,20020403," 18,295,200 ",30,22,19,86%,68.4,2,11%,0,0%,강원 원주시,강원도 원주시 학성길 67,https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000412871&tracseTme=4&trainstCstmrId=500042181034&crseTracseSe=C0061,(주)원주문화방송,(주)원주문화방송,"347,608,800","321,995,520","402,494,400",0,0,0,0,"321,995,520",0
AIG202300004555074,인공지능을 활용한 지능형 서비스 개발 심화 과정,AIG20230000455507,4,모블교육센터평생교육원,40,320,2025-02-03,2025-03-26,인공지능서비스구현,20010705," 4,665,600 ",26,19,18,95%,83.7,14,78%,14,78%,충남 천안시 동남구,충청남도 천안시 동남구 대흥동 대흥로 255(화일빌딩),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455507&tracseTme=4&trainstCstmrId=500037147984&crseTracseSe=C0061,,,"83,980,800","70,917,120","88,646,400",0,0,0,0,"70,917,120",0
AIG202300004557584,"프로젝트기반 풀스택 개발자 양성 과정(Java,Node,React,Vue)",AIG20230000455758,4,주식회사 이젠컴퓨터아카데미 하남미사점,120,960,2025-02-03,2025-07-24,응용SW엔지니어링,20010202," 9,097,920 ",30,12,6,50%,88.7,2,33%,0,0%,경기 하남시,경기도 하남시 미사강변동로 85 (망월동 힐스테이트 에코 미사),https://hrd.work24.go.kr/hrdp/co/pcoco/PCOCO0100P.do?tracseId=AIG20230000455758&tracseTme=4&trainstCstmrId=500020034234&crseTracseSe=C0061,,,"54,587,520","87,340,032","109,175,040",0,0,0,0,"87,340,032",0
